Ticker,Name,Market,MarketCap,PER,PBR,EPS,DividendYield,Beta,52WeekHigh,52WeekLow,Volume,AverageVolume
095570.KS,AJ네트웍스,KOSPI,211001196544.0,,,,5.73,0.626,4870.0,3517.0,176696.0,239947.0
006840.KS,AK홀딩스,KOSPI,117409456128.0,,,,4.44,1.322,13500.0,8950.0,26463.0,13293.0
027410.KS,BGF,KOSPI,382356520960.0,,,,3.25,,4615.0,3290.0,61891.0,88603.0
282330.KS,BGF리테일,KOSPI,1943439278080.0,,,,3.64,0.103,129800.0,98000.0,51517.0,49131.0
138930.KS,BNK금융지주,KOSPI,4691223117824.0,,,,5.43,0.467,16050.0,9260.0,606741.0,926583.0
001460.KS,BYC,KOSPI,341386526720.0,,,,0.85,0.409,45050.0,25550.0,16340.0,3858.0
001465.KS,BYC우,KOSPI,286463000576.0,,,,1.51,0.409,29500.0,11880.0,3577.0,3132.0
001040.KS,CJ,KOSPI,6223341551616.0,,,,1.62,,208500.0,89400.0,267312.0,182568.0
079160.KS,CJ CGV,KOSPI,930563358720.0,,,,,1.359,5840.0,4230.0,747967.0,514806.0
00104K.KS,CJ4우(전환),KOSPI,5354890461184.0,,,,1.88,,174700.0,72100.0,21694.0,13085.0
000120.KS,CJ대한통운,KOSPI,1884814573568.0,,,,0.85,,98500.0,77400.0,56052.0,67400.0
011150.KS,CJ씨푸드,KOSPI,99179593728.0,,,,,,3645.0,2530.0,2759677.0,677899.0
011155.KS,CJ씨푸드1우,KOSPI,554972151808.0,,,,,,24900.0,12010.0,2341.0,704.0
001045.KS,CJ우,KOSPI,4718757150720.0,,,,3.28,,111000.0,54000.0,9392.0,8652.0
097950.KS,CJ제일제당,KOSPI,3493053857792.0,,,,2.75,,278500.0,217000.0,54028.0,76173.0
097955.KS,CJ제일제당 우,KOSPI,3418044235776.0,,,,4.37,,153400.0,124600.0,3570.0,5632.0
000480.KS,CR홀딩스,KOSPI,203394793472.0,,,,8.32,0.754,5990.0,4700.0,23268.0,90588.0
000590.KS,CS홀딩스,KOSPI,78457880576.0,,,,0.66,,102100.0,63300.0,1353.0,1355.0
012030.KS,DB,KOSPI,262858014720.0,,,,,,1770.0,1127.0,239580.0,2366690.0
005830.KS,DB손해보험,KOSPI,7163185987584.0,,,,5.7,,148300.0,77500.0,142987.0,187802.0
016610.KS,DB증권,KOSPI,406505619456.0,,,,3.95,1.055,11060.0,5040.0,140513.0,186265.0
000990.KS,DB하이텍,KOSPI,2555479064576.0,,,,1.99,,72700.0,29100.0,555648.0,650717.0
000300.KS,DH오토넥스,KOSPI,0.0,,,,,,10543103.0,241.0,,
001530.KS,DI동일,KOSPI,350151278592.0,,,,1.41,,50500.0,15730.0,198831.0,162518.0
015590.KS,DKME,KOSPI,122045489152.0,,,,,0.5,532.0,488.0,0.0,0.0
000210.KS,DL,KOSPI,878585118720.0,,,,2.57,0.362,56400.0,27900.0,56171.0,81256.0
000215.KS,DL우,KOSPI,1071534440448.0,,,,4.03,0.362,30800.0,18070.0,13390.0,10493.0
375500.KS,DL이앤씨,KOSPI,1664219217920.0,,,,1.38,0.608,59700.0,30000.0,106912.0,206832.0
37550L.KS,DL이앤씨2우(전환),KOSPI,,,,,1.9,0.608,39150.0,20000.0,2711.0,2254.0
37550K.KS,DL이앤씨우,KOSPI,1897161162752.0,,,,2.72,0.608,27300.0,14900.0,8217.0,12309.0
007340.KS,DN오토모티브,KOSPI,1198296662016.0,,,,4.75,0.676,31600.0,17200.0,81307.0,94541.0
004840.KS,DRB동일,KOSPI,92121899008.0,,,,2.09,,5840.0,3660.0,12914.0,33095.0
155660.KS,DSR,KOSPI,61839998976.0,,,,1.81,0.861,4900.0,3410.0,12071.0,17212.0
069730.KS,DSR제강,KOSPI,50112000000.0,,,,2.87,0.744,4365.0,2990.0,36596.0,30939.0
017860.KS,DS단석,KOSPI,332869140480.0,,,,,,64000.0,18440.0,57077.0,87801.0
092780.KS,DYP,KOSPI,40450088960.0,,,,2.5,,5230.0,3035.0,22240.0,51929.0
017940.KS,E1,KOSPI,483354378240.0,,,,4.13,0.507,100000.0,54200.0,17053.0,14805.0
365550.KS,ESR켄달스퀘어리츠,KOSPI,1086482874368.0,,,,6.21,,5050.0,4050.0,343227.0,361881.0
383220.KS,F&F,KOSPI,2863426174976.0,,,,2.23,0.515,83500.0,47250.0,119913.0,84603.0
007700.KS,F&F홀딩스,KOSPI,768504758272.0,,,,2.29,,24950.0,11130.0,28190.0,32515.0
114090.KS,GKL,KOSPI,921030950912.0,,,,1.89,,17970.0,10440.0,250495.0,299859.0
078930.KS,GS,KOSPI,5623704977408.0,,,,4.55,0.431,62400.0,34700.0,224386.0,251229.0
006360.KS,GS건설,KOSPI,1595911307264.0,,,,1.6,0.815,24850.0,15190.0,255233.0,398514.0
001250.KS,GS글로벌,KOSPI,195926097920.0,,,,1.05,0.768,3400.0,2330.0,166371.0,365191.0
007070.KS,GS리테일,KOSPI,1880225873920.0,,,,2.22,0.357,29073.965,13350.0,245903.0,194135.0
078935.KS,GS우,KOSPI,4886939303936.0,,,,5.6,0.431,51300.0,34300.0,5820.0,8210.0
499790.KS,GS피앤엘,KOSPI,1058477178880.0,,,,,,59300.0,16510.0,404823.0,232834.0
012630.KS,HDC,KOSPI,881625268224.0,,,,1.97,0.547,25350.0,11000.0,211933.0,161226.0
039570.KS,HDC랩스,KOSPI,192525074432.0,,,,5.37,0.347,10410.0,7540.0,19027.0,13582.0
089470.KS,HDC현대EP,KOSPI,105542500352.0,,,,3.44,0.533,4275.0,3200.0,39861.0,42038.0
294870.KS,HDC현대산업개발,KOSPI,1293942915072.0,,,,3.45,0.767,27850.0,15870.0,727191.0,238459.0
009540.KS,HD한국조선해양,KOSPI,29700145545216.0,,,,1.98,1.162,494500.0,181300.0,154263.0,285004.0
267250.KS,HD현대,KOSPI,14381025853440.0,,,,1.77,0.879,237000.0,66300.0,152161.0,214189.0
267270.KS,HD현대건설기계,KOSPI,1569128185856.0,,,,0.55,1.164,120000.0,55600.0,96063.0,163175.0
443060.KS,HD현대마린솔루션,KOSPI,9145158729728.0,,,,2.35,,257000.0,122700.0,79678.0,111346.0
071970.KS,HD현대마린엔진,KOSPI,2628913987584.0,,,,,1.254,106600.0,17000.0,152300.0,354193.0
010620.KS,HD현대미포,KOSPI,8894197792768.0,,,,0.53,0.876,257000.0,99500.0,159583.0,401247.0
322000.KS,HD현대에너지솔루션,KOSPI,576800030720.0,,,,,,77600.0,18590.0,101257.0,163930.0
042670.KS,HD현대인프라코어,KOSPI,2640140304384.0,,,,0.5,,18300.0,6640.0,692377.0,1627524.0
267260.KS,HD현대일렉트릭,KOSPI,27030521380864.0,,,,0.97,,976000.0,264500.0,221598.0,174718.0
329180.KS,HD현대중공업,KOSPI,49269079801856.0,,,,0.68,,640000.0,200500.0,161421.0,251730.0
097230.KS,HJ중공업,KOSPI,1814816882688.0,,,,,,34350.0,3210.0,1852240.0,8577273.0
014790.KS,HL D&I,KOSPI,96918011904.0,,,,,0.736,3095.0,2070.0,131456.0,225276.0
003580.KS,HLB글로벌,KOSPI,104143192064.0,,,,,-0.123,5380.0,1925.0,162873.0,560808.0
204320.KS,HL만도,KOSPI,1847762616320.0,,,,1.78,0.918,47000.0,32100.0,381998.0,220200.0
060980.KS,HL홀딩스,KOSPI,409340510208.0,,,,4.55,0.564,45000.0,33150.0,51402.0,28174.0
011200.KS,HMM,KOSPI,19629506297856.0,,,,3.13,1.284,26250.0,17260.0,811115.0,1622451.0
035000.KS,HS애드,KOSPI,140196118528.0,,,,7.51,,9480.0,6150.0,21342.0,25695.0
002460.KS,HS화성,KOSPI,112914219008.0,,,,4.19,,11940.0,8320.0,16674.0,25408.0
487570.KS,HS효성,KOSPI,242016616448.0,,,,,,100800.0,27600.0,12608.0,27435.0
298050.KS,HS효성첨단소재,KOSPI,885561950208.0,,,,3.28,1.106,233500.0,154700.0,12939.0,12541.0
003560.KS,IHQ,KOSPI,0.0,,,,,,10750.7,3585.0,,
015360.KS,INVENI,KOSPI,261997199360.0,,,,4.9,0.207,67800.0,45000.0,11599.0,7458.0
175330.KS,JB금융지주,KOSPI,4403770163200.0,,,,2.76,,26250.0,15580.0,267701.0,355903.0
234080.KS,JW생명과학,KOSPI,236913672192.0,,,,3.27,0.47,15530.0,10000.0,148973.0,76798.0
001060.KS,JW중외제약,KOSPI,581018451968.0,,,,1.79,,26000.0,19600.0,47053.0,62057.0
001067.KS,JW중외제약2우B,KOSPI,1408714932224.0,,,,0.74,,65600.0,56100.0,6.0,64.0
001065.KS,JW중외제약우,KOSPI,671207129088.0,,,,1.72,,30900.0,26300.0,178.0,194.0
096760.KS,JW홀딩스,KOSPI,243969376256.0,,,,3.3,0.718,4140.0,2650.0,116758.0,69738.0
008970.KS,KBI동양철관,KOSPI,166347784192.0,,,,,0.722,4350.0,1160.0,795971.0,2322549.0
105560.KS,KB금융,KOSPI,43880313520128.0,,,,3.09,0.567,140000.0,69300.0,714841.0,971586.0
415640.KS,KB발해인프라,KOSPI,,,,,,,10600.0,7070.0,226582.0,149142.0
432320.KS,KB스타리츠,KOSPI,367119728640.0,,,,9.39,,4150.0,3085.0,115085.0,79814.0
002380.KS,KCC,KOSPI,2945345388544.0,,,,2.5,,460000.0,216500.0,20152.0,36939.0
344820.KS,KCC글라스,KOSPI,425686990848.0,,,,5.99,,39750.0,24950.0,25294.0,39952.0
009070.KS,KCTC,KOSPI,152519327744.0,,,,1.47,1.617,7940.0,3445.0,141341.0,399492.0
009440.KS,KC그린홀딩스,KOSPI,17334429696.0,,,,,,1360.0,732.0,0.0,0.0
119650.KS,KC코트렐,KOSPI,50391457792.0,,,,,1.295,1581.6678,446.0,0.0,0.0
092220.KS,KEC,KOSPI,138727325696.0,,,,,,944.0,627.0,1009134.0,1083583.0
003620.KS,KG모빌리티,KOSPI,655694692352.0,,,,,,24425.0,3160.0,193485.0,263164.0
016380.KS,KG스틸,KOSPI,513225850880.0,,,,4.72,,7150.0,5100.0,73840.0,147501.0
001390.KS,KG케미칼,KOSPI,362885906432.0,,,,2.45,1.038,6060.0,3310.0,560099.0,536578.0
033180.KS,KH 필룩스,KOSPI,0.0,,,,,,5304.0,442.0,,
001940.KS,KISCO홀딩스,KOSPI,327734427648.0,,,,10.79,,29450.0,18060.0,14313.0,14373.0
025000.KS,KPX케미칼,KOSPI,240138665984.0,,,,6.44,,54100.0,41700.0,7322.0,7060.0
092230.KS,KPX홀딩스,KOSPI,279115825152.0,,,,5.99,0.562,75100.0,51500.0,4923.0,2306.0
000040.KS,KR모터스,KOSPI,28317114368.0,,,,,0.449,841.0,350.0,43583.0,353561.0
044450.KS,KSS해운,KOSPI,211777175552.0,,,,4.26,0.633,10820.0,8040.0,29966.0,50087.0
030200.KS,KT,KOSPI,12030643798016.0,,,,4.81,0.019,59200.0,43550.0,391263.0,367868.0
033780.KS,KT&G,KOSPI,15706380828672.0,,,,3.85,,149400.0,94600.0,434334.0,349475.0
058850.KS,KTcs,KOSPI,109832617984,,,,3.45,,3195.0,2410.0,142072,663443
058860.KS,KTis,KOSPI,83745103872,,,,4.39,0.399,3060.0,2305.0,159134,130324
093050.KS,LF,KOSPI,477296918528,,,,4.01,,21900.0,13660.0,61838,48537
003550.KS,LG,KOSPI,12228314005504,,,,5.17,0.774,91700.0,58300.0,250653,297450
034220.KS,LG디스플레이,KOSPI,6075000029184,,,,,1.158,15620.0,7150.0,1631832,2889708
051900.KS,LG생활건강,KOSPI,4943032877056,,,,1.53,0.981,355500.0,279000.0,46143,54756
051905.KS,LG생활건강우,KOSPI,4370363580416,,,,3.87,0.981,149900.0,107200.0,5374,9622
064400.KS,LG씨엔에스,KOSPI,5532187885568,,,,1.31,,100800.0,46500.0,569830,942026
373220.KS,LG에너지솔루션,KOSPI,99566997209088,,,,,1.06,527000.0,266000.0,242702,347821
003555.KS,LG우,KOSPI,12806712721408,,,,6.29,0.774,70000.0,51150.0,6386,11150
032640.KS,LG유플러스,KOSPI,6705322131456,,,,4.17,0.255,16500.0,9860.0,840011,1001068
011070.KS,LG이노텍,KOSPI,5466501414912,,,,0.9,0.61,259500.0,121000.0,142864,241619
066570.KS,LG전자,KOSPI,15557696946176,,,,1.16,1.293,96400.0,64100.0,311895,746350
066575.KS,LG전자우,KOSPI,16477056925696,,,,2.21,1.293,54700.0,31900.0,116195,123909
037560.KS,LG헬로비전,KOSPI,181225668608,,,,,,3535.0,2070.0,63253,140693
051910.KS,LG화학,KOSPI,28726962159616,,,,0.27,,428500.0,181500.0,315503,341242
051915.KS,LG화학우,KOSPI,27307926355968,,,,0.57,,218000.0,91000.0,49493,52992
079550.KS,LIG넥스원,KOSPI,8781790445568,,,,0.6,0.653,650000.0,168800.0,106470,183519
006260.KS,LS,KOSPI,4982721478656,,,,0.91,,235000.0,85300.0,176610,211074
010120.KS,LS ELECTRIC,KOSPI,13099707924480,,,,0.66,1.061,539000.0,137200.0,480882,246305
000680.KS,LS네트웍스,KOSPI,238379122688,,,,,1.451,5420.0,2460.0,232050,248696
229640.KS,LS에코에너지,KOSPI,1053883236352,,,,0.58,,51300.0,22800.0,127389,290343
108320.KS,LX세미콘,KOSPI,840864301056,,,,4.64,,68000.0,46150.0,61536,58109
001120.KS,LX인터내셔널,KOSPI,1113206685696,,,,6.46,,34550.0,23700.0,88131,106944
108670.KS,LX하우시스,KOSPI,304381820928,,,,3.28,1.257,36550.0,27000.0,17895,28946
108675.KS,LX하우시스우,KOSPI,266663362560,,,,6.14,1.257,22500.0,16350.0,491,3133
383800.KS,LX홀딩스,KOSPI,1180523298816,,,,3.68,0.583,10420.0,5920.0,180222,214806
38380K.KS,LX홀딩스1우,KOSPI,1333165555712,,,,3.49,0.583,9660.0,7400.0,1156,1288
023150.KS,MH에탄올,KOSPI,31850375168,,,,5.03,0.271,5880.0,4555.0,7188,8297
035420.KS,NAVER,KOSPI,39201017954304,,,,0.43,1.117,295000.0,176200.0,1278706,1585014
181710.KS,NHN,KOSPI,1023263244288,,,,1.53,0.658,36200.0,16270.0,55126,127998
400760.KS,NH올원리츠,KOSPI,154690781184,,,,9.53,,3745.0,3115.0,223727,157760
005940.KS,NH투자증권,KOSPI,7710674780160,,,,4.62,,23500.0,12110.0,570526,810786
005945.KS,NH투자증권우,KOSPI,7849818718208,,,,5.32,,20250.0,11810.0,54624,75970
338100.KS,NH프라임리츠,KOSPI,91154096128,,,,13.18,,4975.0,3835.0,76411,65244
034310.KS,NICE,KOSPI,495316008960,,,,3.52,,14480.0,10310.0,126316,60791
030190.KS,NICE평가정보,KOSPI,997223825408,,,,2.7,0.388,17770.0,11040.0,49583,108768
008260.KS,NI스틸,KOSPI,96682450944,,,,2.92,,4230.0,3080.0,49070,81774
004250.KS,NPC,KOSPI,147152699392,,,,2.72,,4700.0,3750.0,17748,37290
004255.KS,NPC우,KOSPI,152147476480,,,,4.39,,2790.0,2285.0,15114,10443
456040.KS,OCI,KOSPI,521035218944,,,,3.78,1.318,71000.0,49000.0,31469,43776
010060.KS,OCI홀딩스,KOSPI,1917561339904,,,,2.15,0.821,131800.0,54900.0,90695,153116
178920.KS,PI첨단소재,KOSPI,472797773824,,,,2.17,1.075,23500.0,14250.0,161963,109683
001340.KS,PKC,KOSPI,251208417280,,,,,,9000.0,5220.0,87262,94748
005490.KS,POSCO홀딩스,KOSPI,23480250662912,,,,3.22,1.497,342000.0,227500.0,308950,327694
010950.KS,S-Oil,KOSPI,10442930913280,,,,2.64,0.695,90600.0,50000.0,406566,346953
010955.KS,S-Oil우,KOSPI,8602393772032,,,,0.1,0.695,51000.0,33800.0,26756,22484
034120.KS,SBS,KOSPI,357984010240,,,,,0.633,29700.0,14970.0,28027,49067
003080.KS,SB성보,KOSPI,57686720512,,,,6.96,,2970.0,2390.0,53222,49634
005090.KS,SGC에너지,KOSPI,334248017920,,,,7.33,0.437,29250.0,20700.0,22550,22425
001380.KS,SG글로벌,KOSPI,79496609792,,,,,1.214,4820.0,1586.0,1158939,243759
004060.KS,SG세계물산,KOSPI,77941768192,,,,,0.729,393.0,294.0,38540691,975203
001770.KS,SHD,KOSPI,21551935488,,,,0.56,,19840.0,13150.0,276,2360
002360.KS,SH에너지화학,KOSPI,40856932352,,,,,,600.0,354.0,420882,381266
009160.KS,SIMPAC,KOSPI,253205446656,,,,4.27,,5240.0,3400.0,61313,89140
033530.KS,SJG세종,KOSPI,216959451136,,,,1.87,,10370.0,3550.0,408030,1101756
123700.KS,SJM,KOSPI,57426026496,,,,4.76,,3830.0,2750.0,32908,83978
025530.KS,SJM홀딩스,KOSPI,50277888000,,,,6.06,0.235,3920.0,2905.0,7726,13450
034730.KS,SK,KOSPI,13575978483712,,,,2.81,,285000.0,114800.0,194277,248449
011790.KS,SKC,KOSPI,3607863492608,,,,,,181000.0,85900.0,216969,402042
018670.KS,SK가스,KOSPI,2319431761920,,,,3.1,0.062,300000.0,190000.0,16518,12170
001740.KS,SK네트웍스,KOSPI,874700472320,,,,5.54,,5070.0,3805.0,130002,280896
006120.KS,SK디스커버리,KOSPI,1140452098048,,,,2.75,0.604,68300.0,34200.0,31880,27481
006125.KS,SK디스커버리우,KOSPI,971069587456,,,,4.41,0.604,45850.0,30150.0,3370,4149
210980.KS,SK디앤디,KOSPI,234994941952,,,,4.75,0.617,12800.0,6330.0,42040,151503
395400.KS,SK리츠,KOSPI,1440325173248,,,,5.0,,5400.0,4330.0,289429,362393
302440.KS,SK바이오사이언스,KOSPI,4106543169536,,,,,1.177,61300.0,35800.0,125546,187080
326030.KS,SK바이오팜,KOSPI,9906626232320,,,,,,131400.0,86900.0,184739,236039
402340.KS,SK스퀘어,KOSPI,35206664814592,,,,,1.533,327000.0,71800.0,654899,588632
361610.KS,SK아이이테크놀로지,KOSPI,2024851636224,,,,,,35100.0,19310.0,119307,172294
100090.KS,SK오션플랜트,KOSPI,1139815612416,,,,,,31500.0,11110.0,701726,3136186
03473K.KS,SK우,KOSPI,16925327360000,,,,3.8,,210000.0,106500.0,10352,7894
096770.KS,SK이노베이션,KOSPI,18967141810176,,,,1.76,1.819,140200.0,80800.0,193498,382533
096775.KS,SK이노베이션우,KOSPI,21189722374144,,,,2.68,1.819,85100.0,55600.0,2498,4401
475150.KS,SK이터닉스,KOSPI,608848510976,,,,,,30600.0,11500.0,495798,837337
001510.KS,SK증권,KOSPI,273178099712,,,,0.15,0.892,826.0,424.0,1547256,3471625
001515.KS,SK증권우,KOSPI,214770991104,,,,0.27,0.892,3070.0,1595.0,10288,30366
285130.KS,SK케미칼,KOSPI,1376647380992,,,,0.56,1.129,81800.0,33500.0,51945,77358
28513K.KS,SK케미칼우,KOSPI,1330463113216,,,,1.36,1.129,34300.0,17150.0,13185,19673
017670.KS,SK텔레콤,KOSPI,11373253754880,,,,6.22,0.354,61900.0,50400.0,919295,752843
000660.KS,SK하이닉스,KOSPI,359704685445120,,,,0.29,1.566,646000.0,157600.0,6930325,4116852
003570.KS,SNT다이내믹스,KOSPI,930464530432,,,,5.78,1.186,76400.0,16260.0,91742,114641
064960.KS,SNT모티브,KOSPI,706686156800,,,,6.24,0.582,39950.0,19575.0,38714,72548
100840.KS,SNT에너지,KOSPI,751910191104,,,,3.15,0.672,67900.0,15600.0,109045,227058
036530.KS,SNT홀딩스,KOSPI,806155911168,,,,6.53,0.595,89000.0,20800.0,14119,30257
005610.KS,SPC삼립,KOSPI,413366386688,,,,3.53,0.069,69500.0,45200.0,6329,6702
011810.KS,STX,KOSPI,109359579136,,,,,1.887,5380.0,3080.0,0,0
465770.KS,STX그린로지스,KOSPI,45868269568,,,,,2.914,12400.0,6280.0,18480,91079
077970.KS,STX엔진,KOSPI,1230253195264,,,,,0.673,49800.0,15150.0,317857,807473
002820.KS,SUN&L,KOSPI,28469161984,,,,,0.607,3245.0,2285.0,8273,10418
084870.KS,TBH글로벌,KOSPI,27009581056,,,,3.09,0.325,1700.0,1018.0,21355,47459
002710.KS,TCC스틸,KOSPI,395302535168,,,,0.66,,37900.0,14900.0,103904,183612
069260.KS,TKG휴켐스,KOSPI,689908350976,,,,5.56,0.344,19230.0,14310.0,74699,62348
007980.KS,TP,KOSPI,83432415232,,,,2.79,1.591,2310.0,1248.0,391695,1334163
002900.KS,TYM,KOSPI,246877929472,,,,1.8,0.08,7140.0,3905.0,709937,382897
024070.KS,WISCOM,KOSPI,28323258368,,,,2.71,,2925.0,1704.0,7311,18303
037270.KS,YG PLUS,KOSPI,382479335424,,,,,,11400.0,3540.0,582928,1649244
139130.KS,iM금융지주,KOSPI,2249339437056,,,,3.54,,15600.0,8150.0,309071,521447
000500.KS,가온전선,KOSPI,1111697391616,,,,,0.911,98600.0,34400.0,42206,77087
000860.KS,강남제비스코,KOSPI,155999993856,,,,2.08,,13700.0,10575.0,19935,22505
035250.KS,강원랜드,KOSPI,3551188746240,,,,6.6,0.659,20700.0,14680.0,785523.0,435485.0
011420.KS,갤럭시아에스엠,KOSPI,57441009664,,,,,1.731,3070.0,1773.0,207851.0,210417.0
002100.KS,경농,KOSPI,164890722304,,,,4.88,,10730.0,8500.0,20610.0,20468.0
009450.KS,경동나비엔,KOSPI,816590684160,,,,1.15,,107700.0,55400.0,45881.0,61250.0
267290.KS,경동도시가스,KOSPI,124582526976,,,,4.14,0.404,22800.0,16970.0,13147.0,12306.0
012320.KS,경동인베스트,KOSPI,110543847424,,,,1.48,0.19,76100.0,49900.0,2757.0,8888.0
000050.KS,경방,KOSPI,172164513792,,,,2.17,0.391,10920.0,5900.0,15894.0,23831.0
214390.KS,경보제약,KOSPI,140572344320,,,,0.85,1.157,7500.0,4755.0,20836.0,57824.0
012610.KS,경인양행,KOSPI,114393210880,,,,1.79,0.612,3545.0,2520.0,38584.0,48231.0
009140.KS,경인전자,KOSPI,26702008320,,,,1.71,0.295,23000.0,17930.0,2627.0,6106.0
013580.KS,계룡건설,KOSPI,158554570752,,,,2.23,1.041,31750.0,11880.0,21095.0,53260.0
012200.KS,계양전기,KOSPI,39340118016,,,,,,1857.0,1300.0,10089.0,39250.0
012205.KS,계양전기우,KOSPI,80802897920,,,,,,4400.0,2855.0,242.0,2185.0
002140.KS,고려산업,KOSPI,60815048704,,,,1.22,-0.165,3280.0,2385.0,62421.0,66417.0
010130.KS,고려아연,KOSPI,20504419237888,,,,1.77,0.097,2407000.0,643000.0,23633.0,37343.0
002240.KS,고려제강,KOSPI,493535723520,,,,1.91,,19470.0,15950.0,35140.0,23564.0
009290.KS,광동제약,KOSPI,234112450560,,,,1.68,0.279,6900.0,5110.0,280773.0,142132.0
017040.KS,광명전기,KOSPI,53756747776,,,,,1.116,2240.0,982.0,215557.0,1201788.0
017900.KS,광전자,KOSPI,91561320448,,,,2.75,,2060.0,1538.0,31965.0,41422.0
037710.KS,광주신세계,KOSPI,235679612928,,,,7.12,,35000.0,25650.0,10247.0,14530.0
030610.KS,교보증권,KOSPI,1031625965568,,,,5.47,0.755,10800.0,5300.0,82226.0,171695.0
339770.KS,교촌에프앤비,KOSPI,221844963328,,,,4.5,0.078,6465.0,4080.0,110361.0,97568.0
007690.KS,국도화학,KOSPI,267035049984,,,,1.87,0.505,42250.0,25631.068,22587.0,17984.0
001140.KS,국보,KOSPI,0,,,,,,2110.0,2110.0,,
002720.KS,국제약품,KOSPI,87151509504,,,,0.7,0.543,5870.0,4095.0,115579.0,122194.0
083420.KS,그린케미칼,KOSPI,152787419136,,,,3.66,,10140.0,4210.0,45375.0,68838.0
014530.KS,극동유화,KOSPI,110604042240,,,,6.09,,4345.0,3115.0,7669799.0,280075.0
014280.KS,금강공업,KOSPI,157739319296,,,,2.04,1.229,8470.0,3800.0,1849855.0,2174728.0
014285.KS,금강공업우,KOSPI,69792964608,,,,1.64,1.229,12200.0,5950.0,12714.0,26046.0
008870.KS,금비,KOSPI,44280848384,,,,2.59,0.573,65200.0,50500.0,1685.0,3659.0
001570.KS,금양,KOSPI,632041439232,,,,,,33800.0,9790.0,0.0,0.0
002990.KS,금호건설,KOSPI,137763405824,,,,,1.015,4340.0,2305.0,71200.0,113663.0
002995.KS,금호건설우,KOSPI,402859360256,,,,,1.015,21500.0,8800.0,141.0,752.0
011780.KS,금호석유화학,KOSPI,3001179701248,,,,1.9,0.88,133300.0,87300.0,47324.0,86430.0
011785.KS,금호석유화학우,KOSPI,2860782452736,,,,3.6,0.88,70000.0,46450.0,11294.0,8714.0
214330.KS,금호에이치티,KOSPI,111423447040,,,,,0.466,771.0,490.0,531087.0,491266.0
001210.KS,금호전기,KOSPI,37019746304,,,,,0.671,1398.0,589.0,221876.0,402300.0
073240.KS,금호타이어,KOSPI,1510989103104,,,,,0.558,5660.0,4060.0,503346.0,683034.0
092440.KS,기신정기,KOSPI,67306000384,,,,4.34,0.247,2885.0,2170.0,6698.0,30168.0
000270.KS,기아,KOSPI,44439011590144,,,,5.7,0.759,126200.0,81300.0,740325.0,963675.0
024110.KS,기업은행,KOSPI,16147873267712,,,,5.26,0.272,22400.0,13390.0,860415.0,944160.0
013700.KS,까뮤이앤씨,KOSPI,65666162688,,,,1.82,1.052,1775.0,997.0,67011.0,75683.0
004540.KS,깨끗한나라,KOSPI,73286836224,,,,,,3065.0,1880.0,64125.0,79029.0
004545.KS,깨끗한나라우,KOSPI,63512326144,,,,,,18000.0,10780.0,52.0,416.0
001260.KS,남광토건,KOSPI,72204296192,,,,,,12240.0,6960.0,41486.0,32323.0
008350.KS,남선알미늄,KOSPI,132751040512,,,,,0.734,1830.0,1004.0,198807.0,440691.0
008355.KS,남선알미우,KOSPI,1577227255808,,,,,0.734,21400.0,11800.0,80.0,611.0
004270.KS,남성,KOSPI,27187918848,,,,,,1313.0,777.0,32190.0,57510.0
003920.KS,남양유업,KOSPI,404169195520,,,,0.19,0.6,83800.0,49700.0,4469.0,5085.0
003925.KS,남양유업우,KOSPI,372321419264,,,,0.31,0.6,48750.0,31400.0,4231.0,6612.0
025860.KS,남해화학,KOSPI,311187046400,,,,1.23,,8330.0,5780.0,41902.0,68964.0
005720.KS,넥센,KOSPI,294602342400,,,,2.38,0.367,7460.0,4205.0,23428.0,47792.0
005725.KS,넥센우,KOSPI,337824612352,,,,3.13,0.367,5140.0,2875.0,1278.0,2205.0
002350.KS,넥센타이어,KOSPI,748416335872,,,,1.78,0.429,8010.0,4915.0,198481.0,165605.0
002355.KS,넥센타이어1우B,KOSPI,674370551808,,,,3.77,0.429,3760.0,2530.0,46581.0,18758.0
092790.KS,넥스틸,KOSPI,262360186880,,,,13.92,,18740.0,7190.0,142219.0,342983.0
251270.KS,넷마블,KOSPI,4252404023296,,,,0.8,1.133,69000.0,37500.0,122372.0,195046.0
090350.KS,노루페인트,KOSPI,167190298624,,,,4.33,0.799,10140.0,7000.0,45156.0,80983.0
090355.KS,노루페인트우,KOSPI,261314117632,,,,2.78,0.799,16430.0,11450.0,751.0,1226.0
000320.KS,노루홀딩스,KOSPI,229408391168,,,,2.52,,37150.0,12520.0,41853.0,49411.0
000325.KS,노루홀딩스우,KOSPI,315811627008,,,,1.84,,40000.0,26400.0,125.0,375.0
006280.KS,녹십자,KOSPI,1490561007616,,,,1.15,,180300.0,111800.0,27433.0,42062.0
005250.KS,녹십자홀딩스,KOSPI,731113717760,,,,3.15,1.06,18050.0,12000.0,55059.0,71418.0
005257.KS,녹십자홀딩스2우,KOSPI,1094181715968,,,,2.07,1.06,73900.0,18300.0,656.0,981.0
004370.KS,농심,KOSPI,2686027825152,,,,1.08,,579000.0,324000.0,35503.0,61930.0
072710.KS,농심홀딩스,KOSPI,435952254976,,,,2.66,,143500.0,61500.0,26277.0,127296.0
058730.KS,다스코,KOSPI,53235957760,,,,,0.369,3645.0,2405.0,585951.0,232722.0
