Ticker,Name,Market,MarketCap,PER,PBR,EPS,DividendYield,Beta,52WeekHigh,52WeekLow,Volume,AverageVolume
069330.KQ,유아이디,KOSDAQ,16110526464,,,,,,1943.0,1010.0,50941.0,53821.0
049520.KQ,유아이엘,KOSDAQ,93061472256,,,,,,4905.0,2730.0,86644.0,73429.0
444920.KQ,유안타제11호스팩,KOSDAQ,10977800192,,,,,-0.039,2100.0,1970.0,3857.0,7880.0
446150.KQ,유안타제12호스팩,KOSDAQ,10994849792,,,,,,2340.0,2015.0,0.0,0.0
450940.KQ,유안타제14호스팩,KOSDAQ,9534000128,,,,,,2100.0,1998.0,1837.0,7520.0
473050.KQ,유안타제15호스팩,KOSDAQ,14265350144,,,,,,2045.0,1930.0,36615.0,14617.0
474490.KQ,유안타제16호스팩,KOSDAQ,11130200064,,,,,,2035.0,1928.0,1618.0,10423.0
493790.KQ,유안타제17호스팩,KOSDAQ,10593449984,,,,,,2190.0,1911.0,12438.0,9176.0
263770.KQ,유에스티,KOSDAQ,44862156800,,,,3.14,0.881,3055.0,1770.0,24094.0,88397.0
388720.KQ,유일로보틱스,KOSDAQ,858930348032,,,,,,101900.0,23700.0,74324.0,176419.0
340930.KQ,유일에너테크,KOSDAQ,77366321152,,,,,1.377,3230.0,1030.0,762069.0,3231511.0
023410.KQ,유진기업,KOSDAQ,237486997504,,,,4.91,0.596,3900.0,3070.0,136399.0,165758.0
056080.KQ,유진로봇,KOSDAQ,426888298496,,,,,,20900.0,5330.0,365790.0,1897953.0
468760.KQ,유진스팩10호,KOSDAQ,8988800000,,,,,,2155.0,2010.0,13413.0,4339.0
488060.KQ,유진스팩11호,KOSDAQ,9605199872,,,,,,2085.0,1970.0,6565.0,4757.0
084370.KQ,유진테크,KOSDAQ,1720287494144,,,,,,109000.0,30300.0,372566.0,264249.0
240600.KQ,유진테크놀로지,KOSDAQ,27630868480,,,,,1.913,7180.0,3880.0,25232.0,58157.0
221800.KQ,유투바이오,KOSDAQ,70770720768,,,,,-0.169,7900.0,2370.0,6722484.0,1600783.0
179900.KQ,유티아이,KOSDAQ,508881010688,,,,,0.977,29000.0,17520.0,121554.0,106247.0
263050.KQ,유틸렉스,KOSDAQ,46775218176,,,,,1.347,3200.0,1163.0,89603.0,85521.0
191410.KQ,육일씨엔에쓰,KOSDAQ,17814765568,,,,,-0.103,2780.0,1325.0,893848.0,218929.0
372170.KQ,윤성에프앤씨,KOSDAQ,251738963968,,,,0.63,2.105,46100.0,25500.0,14193.0,27696.0
146060.KQ,율촌,KOSDAQ,28552574976,,,,,1.018,1490.0,969.0,32433.0,88050.0
072770.KQ,율호,KOSDAQ,77888798720,,,,,,1969.0,500.0,1015022.0,2568553.0
039020.KQ,이건홀딩스,KOSDAQ,91835088896,,,,,,5390.0,2990.0,82226.0,183793.0
067920.KQ,이글루,KOSDAQ,54860230656,,,,3.35,0.41,6030.0,4775.0,49847.0,38292.0
044960.KQ,이글벳,KOSDAQ,51186319360,,,,,,5140.0,3990.0,17048.0,70438.0
303530.KQ,이노뎁,KOSDAQ,39470436352,,,,,0.361,8130.0,5310.0,21749.0,49514.0
296640.KQ,이노룰스,KOSDAQ,28308850688,,,,4.46,0.759,9240.0,5050.0,11917.0,30629.0
302430.KQ,이노메트리,KOSDAQ,68301299712,,,,,1.531,12140.0,6550.0,43008.0,41439.0
462350.KQ,이노스페이스,KOSDAQ,194016231424,,,,,,15010.0,6914.711,122123.0,83093.0
274400.KQ,이노시뮬레이션,KOSDAQ,34710405120,,,,,2.239,5860.0,3575.0,22389.0,18694.0
073490.KQ,이노와이어리스,KOSDAQ,164623269888,,,,,,25350.0,16610.0,34796.0,51827.0
215790.KQ,이노인스트루먼트,KOSDAQ,24531998720,,,,,1.132,850.0,400.0,609787.0,2116661.0
344860.KQ,이노진,KOSDAQ,18334355456,,,,,,2710.0,1382.0,4921.0,33567.0
469610.KQ,이노테크,KOSDAQ,300926894080,,,,,,85000.0,33900.0,1451472.0,2845350.0
088390.KQ,이녹스,KOSDAQ,85129510912,,,,,,13700.0,6340.0,29307.0,34817.0
272290.KQ,이녹스첨단소재,KOSDAQ,416893829120,,,,1.58,1.049,32200.0,18200.0,167106.0,164483.0
053350.KQ,이니텍,KOSDAQ,146244239360,,,,,,12450.0,3225.0,72434.0,89922.0
452400.KQ,이닉스,KOSDAQ,86568689664,,,,2.06,,14700.0,7700.0,20376.0,171716.0
264850.KQ,이랜시스,KOSDAQ,149655388160,,,,1.01,0.303,6550.0,3720.0,634839.0,1098170.0
054210.KQ,이랜텍,KOSDAQ,206063370240,,,,0.97,,9700.0,4050.0,137758.0,201793.0
009730.KQ,이렘,KOSDAQ,46304231424,,,,,,1400.0,705.0,331018.0,665385.0
065440.KQ,이루온,KOSDAQ,44921958400,,,,,,2295.0,1280.0,883131.0,1159075.0
424870.KQ,이뮨온시아,KOSDAQ,526950301696,,,,,,8300.0,4455.0,4956272.0,3830651.0
115610.KQ,이미지스,KOSDAQ,19522068480,,,,,,4550.0,785.0,254902.0,2629605.0
478110.KQ,이베스트스팩6호,KOSDAQ,10090200064,,,,,,2035.0,1960.0,12090.0,9575.0
131400.KQ,이브이첨단소재,KOSDAQ,108037136384,,,,,,2820.0,1200.0,439557.0,2211063.0
351330.KQ,이삭엔지니어링,KOSDAQ,61086392320,,,,,,12190.0,5420.0,37321.0,863021.0
080010.KQ,이상네트웍스,KOSDAQ,63704809472,,,,,,7830.0,4825.0,12984.0,21059.0
086890.KQ,이수앱지스,KOSDAQ,209772937216,,,,,,6180.0,3945.0,264640.0,297295.0
047560.KQ,이스트소프트,KOSDAQ,177658953728,,,,,,29300.0,15290.0,40029.0,81050.0
900110.KQ,이스트아시아홀딩스,KOSDAQ,30506176512,,,,,-0.161,3825.0,1120.0,92431.0,582831.0
239340.KQ,이스트에이드,KOSDAQ,42762604544,,,,,0.763,3795.0,1280.0,69599.0,132714.0
067010.KQ,이씨에스,KOSDAQ,25587974144,,,,,,3495.0,2330.0,11473.0,13876.0
456070.KQ,이엔셀,KOSDAQ,138779983872,,,,,,22800.0,10000.0,136672.0,89088.0
102710.KQ,이엔에프테크놀로지,KOSDAQ,593659559936,,,,,,64000.0,15100.0,207272.0,195676.0
041520.KQ,이엘씨,KOSDAQ,79898165248,,,,,,10070.0,4495.0,10200.0,19276.0
063760.KQ,이엘피,KOSDAQ,19082434560,,,,2.23,0.656,2500.0,1819.0,109961.0,108646.0
123570.KQ,이엠넷,KOSDAQ,42279194624,,,,,,2890.0,1911.0,9404.0,41094.0
083470.KQ,이엠앤아이,KOSDAQ,18223439872,,,,,,1593.0,747.0,70939.0,946646.0
095190.KQ,이엠코리아,KOSDAQ,130520924160,,,,,,2950.0,1551.0,81248.0,192737.0
091120.KQ,이엠텍,KOSDAQ,143775793152,,,,,,30700.0,7450.0,132420.0,53669.0
039030.KQ,이오테크닉스,KOSDAQ,3001333841920,,,,0.2,1.262,301500.0,111200.0,124203.0,133226.0
294090.KQ,이오플로우,KOSDAQ,52267864064,,,,,0.124,11930.0,1455.0,0.0,0.0
088290.KQ,이원컴포텍,KOSDAQ,36609781760,,,,,-0.422,1780.0,829.0,92510.0,102980.0
353810.KQ,이지바이오,KOSDAQ,206762000384,,,,,,6900.0,3590.0,456085.0,275261.0
099750.KQ,이지케어텍,KOSDAQ,108878807040,,,,,0.749,20750.0,15320.0,9782.0,25534.0
377330.KQ,이지트로닉스,KOSDAQ,28947378176,,,,4.1,0.784,5990.0,3500.0,7190.0,122796.0
035810.KQ,이지홀딩스,KOSDAQ,300645416960,,,,5.36,0.641,4730.0,2605.0,229667.0,182568.0
092130.KQ,이크레더블,KOSDAQ,208233840640,,,,,,17870.0,12310.0,7328.0,15355.0
134060.KQ,이퓨쳐,KOSDAQ,15387762688,,,,6.14,0.299,4935.0,3880.0,8215.0,8181.0
001840.KQ,이화공영,KOSDAQ,36007133184,,,,,0.675,3590.0,1300.0,0.0,0.0
041830.KQ,인바디,KOSDAQ,346260045824,,,,,,32650.0,20700.0,34535.0,75599.0
352940.KQ,인바이오,KOSDAQ,23691651072,,,,,0.908,2800.0,1965.0,14725.0,11620.0
079950.KQ,인베니아,KOSDAQ,2669274880,,,,,,3320.0,490.0,0.0,64805.0
389470.KQ,인벤티지랩,KOSDAQ,747910397952,,,,,,75900.0,11110.0,812373.0,653976.0
277410.KQ,인산가,KOSDAQ,44591038464,,,,1.69,0.318,1700.0,1120.0,103298.0,100416.0
060150.KQ,인선이엔티,KOSDAQ,181783838720,,,,,,6190.0,3905.0,59859.0,79924.0
033230.KQ,인성정보,KOSDAQ,90693853184,,,,,0.025,2825.0,1411.0,571460.0,1644350.0
450520.KQ,인스웨이브,KOSDAQ,54333415424,,,,,1.782,6220.0,2745.0,20954.0,157581.0
465480.KQ,인스피언,KOSDAQ,55554990080,,,,,,11140.0,5310.0,18538.0,191656.0
037330.KQ,인지디스플레,KOSDAQ,55399747584,,,,,,1620.0,1205.0,19369.0,57718.0
100030.KQ,인지소프트,KOSDAQ,60983799808,,,,4.92,0.303,23700.0,14880.0,31221.0,14940.0
211050.KQ,인카금융서비스,KOSDAQ,646606684160,,,,0.75,-0.019,15320.0,5060.0,96380.0,144381.0
083640.KQ,인콘,KOSDAQ,20665794560,,,,,,2030.0,267.0,100082.0,211997.0
064090.KQ,인크레더블버즈,KOSDAQ,57651838976,,,,,,4620.0,1130.0,154665.0,313737.0
216050.KQ,인크로스,KOSDAQ,80749568000,,,,3.62,0.4,9410.0,6160.0,19848.0,35520.0
049070.KQ,인탑스,KOSDAQ,208848027648,,,,1.52,1.136,22700.0,13090.0,32230.0,54423.0
119610.KQ,인터로조,KOSDAQ,178932531200,,,,1.96,0.251,24900.0,14870.0,12423.0,28990.0
017250.KQ,인터엠,KOSDAQ,20407431168,,,,,0.356,1338.0,922.0,39574.0,39235.0
051370.KQ,인터플렉스,KOSDAQ,236307283968,,,,,0.405,11420.0,7090.0,600439.0,177227.0
064290.KQ,인텍플러스,KOSDAQ,135566319616,,,,,2.045,21250.0,7980.0,218211.0,436117.0
189300.KQ,인텔리안테크,KOSDAQ,418181545984,,,,,,54900.0,30800.0,27987.0,71619.0
287840.KQ,인투셀,KOSDAQ,910157873152,,,,,,65000.0,21400.0,951736.0,574172.0
150840.KQ,인트로메딕,KOSDAQ,251537719296,,,,,,6050.0,5830.0,,
048530.KQ,인트론바이오,KOSDAQ,117920153600,,,,2.68,0.611,6060.0,3135.0,135923.0,280389.0
115310.KQ,인포바인,KOSDAQ,99791052800,,,,1.78,0.516,92300.0,19000.0,1747.0,15060.0
039290.KQ,인포뱅크,KOSDAQ,43150168064,,,,,,9520.0,5100.0,16579.0,67802.0
071200.KQ,인피니트헬스케어,KOSDAQ,142846001152,,,,,,8100.0,3885.0,0.0,44690.0
101930.KQ,인화정공,KOSDAQ,442502447104,,,,2.09,1.065,64500.0,25350.0,10889.0,37397.0
333430.KQ,일승,KOSDAQ,188072574976,,,,,0.316,10430.0,3360.0,199785.0,3391429.0
068330.KQ,일신바이오,KOSDAQ,77185359872,,,,,,2330.0,948.0,49141297.0,1973234.0
178780.KQ,일월지엠엘,KOSDAQ,49125699584,,,,,-0.027,8650.0,2460.0,50544.0,31643.0
019540.KQ,일지테크,KOSDAQ,53447094272,,,,,,4700.0,3410.0,91583.0,41768.0
094820.KQ,일진파워,KOSDAQ,154730070016,,,,,,13790.0,6900.0,55568.0,121937.0
950140.KQ,잉글우드랩,KOSDAQ,257288863744,,,,0.77,0.55,16910.0,6410.0,214499.0,308666.0
049550.KQ,잉크테크,KOSDAQ,56956231680,,,,,0.684,3970.0,2850.0,4313.0,6195.0
389020.KQ,자람테크놀로지,KOSDAQ,192749371392,,,,,,56400.0,26800.0,29148.0,72817.0
254120.KQ,자비스,KOSDAQ,45515436032,,,,,1.681,2165.0,1150.0,95859.0,213244.0
043910.KQ,자연과환경,KOSDAQ,69734514688,,,,,,1083.0,509.0,513203.0,708544.0
234920.KQ,자이글,KOSDAQ,71289520128,,,,,,6880.0,2965.0,0.0,295721.0
289220.KQ,자이언트스텝,KOSDAQ,101409038336,,,,,1.166,8650.0,4515.0,18926.0,61629.0
174880.KQ,장원테크,KOSDAQ,0,,,,,,2650.0,530.0,,
049630.KQ,재영솔루텍,KOSDAQ,183195598848,,,,,0.867,2285.0,593.0,11523029.0,18421834.0
417840.KQ,저스템,KOSDAQ,63241895936,,,,,0.419,14810.0,4925.0,109154.0,100427.0
110020.KQ,전진바이오팜,KOSDAQ,23099842560,,,,,-0.67,4480.0,2140.0,74490.0,59106.0
208140.KQ,정다운,KOSDAQ,88574279680,,,,9.23,0.658,3070.0,2400.0,135328.0,82228.0
040420.KQ,정상제이엘에스,KOSDAQ,97549983744,,,,8.12,0.09,6850.0,5490.0,27282.0,21929.0
045510.KQ,정원엔시스,KOSDAQ,30094837760,,,,,,1365.0,685.0,20168.0,60650.0
217190.KQ,제너셈,KOSDAQ,116542324736,,,,0.85,1.201,12240.0,5930.0,99072.0,95233.0
095700.KQ,제넥신,KOSDAQ,223532564480,,,,,0.643,7190.0,3510.0,159807.0,261627.0
122310.KQ,제노레이,KOSDAQ,55637946368,,,,3.97,0.35,6290.0,4475.0,4841.0,16253.0
361390.KQ,제노코,KOSDAQ,127787458560,,,,,-0.18,21850.0,12060.0,23511.0,30351.0
225220.KQ,제놀루션,KOSDAQ,37307465728,,,,,-0.03,3030.0,1980.0,55181.0,165013.0
123330.KQ,제닉,KOSDAQ,140061884416,,,,,1.469,44100.0,14210.0,36834.0,78191.0
381620.KQ,제닉스로보틱스,KOSDAQ,182056517632,,,,,,19940.0,6500.0,539646.0,2875424.0
159580.KQ,제로투세븐,KOSDAQ,79930220544,,,,1.25,0.879,7900.0,3815.0,56702.0,56029.0
147830.KQ,제룡산업,KOSDAQ,113188200448,,,,3.38,1.256,8510.0,4505.0,51127.0,117971.0
033100.KQ,제룡전기,KOSDAQ,538090700800,,,,2.99,0.586,64200.0,26450.0,111343.0,139210.0
079370.KQ,제우스,KOSDAQ,388077322240,,,,,,17160.0,10210.0,158232.0,270288.0
054950.KQ,제이브이엠,KOSDAQ,284493807616,,,,2.02,0.359,34500.0,16970.0,79253.0,118643.0
023440.KQ,제이스코홀딩스,KOSDAQ,55510274048,,,,,,2250.0,632.0,1128202.0,1395701.0
090470.KQ,제이스텍,KOSDAQ,81892941824,,,,,,5740.0,2965.0,415594.0,114190.0
137950.KQ,제이씨케미칼,KOSDAQ,69931941888,,,,4.63,0.787,4490.0,3060.0,39458.0,44316.0
033320.KQ,제이씨현시스템,KOSDAQ,78779441152,,,,,0.341,7580.0,3575.0,72933.0,159559.0
417500.KQ,제이아이테크,KOSDAQ,91965972480,,,,3.4,0.639,4250.0,2645.0,74981.0,132646.0
204270.KQ,제이앤티씨,KOSDAQ,1063317536768,,,,,1.408,30100.0,12150.0,259589.0,436751.0
127120.KQ,제이에스링크,KOSDAQ,558554808320,,,,,-0.361,26000.0,3410.0,594891.0,378490.0
026040.KQ,제이에스티나,KOSDAQ,39893786624,,,,,0.734,5720.0,1391.0,42985.0,703773.0
452160.KQ,제이엔비,KOSDAQ,57315512320,,,,,-0.18,10250.0,3810.0,45315.0,504901.0
126880.KQ,제이엔케이글로벌,KOSDAQ,90934886400,,,,,,5520.0,2840.0,71492.0,403416.0
322510.KQ,제이엘케이,KOSDAQ,106547888128,,,,,1.284,9700.0,4070.0,89400.0,102528.0
033050.KQ,제이엠아이,KOSDAQ,25694337024,,,,,0.608,958.0,717.0,12098.0,33738.0
094970.KQ,제이엠티,KOSDAQ,46793973760,,,,,,3310.0,2050.0,151212.0,331566.0
418550.KQ,제이오,KOSDAQ,207849390080,,,,,2.593,18700.0,6940.0,69326.0,102291.0
060230.KQ,제이케이시냅스,KOSDAQ,18417111040,,,,,,11490.0,2400.0,41134.0,130405.0
420570.KQ,제이투케이바이오,KOSDAQ,49528180736,,,,2.36,,16340.0,7840.0,79127.0,18329.0
089790.KQ,제이티,KOSDAQ,36967739392,,,,,1.267,6650.0,3025.0,75863.0,670507.0
0010V0.KQ,제이피아이헬스케어,KOSDAQ,84136992768,,,,,,30000.0,15420.0,55490.0,600309.0
052670.KQ,제일바이오,KOSDAQ,0,,,,,,3120059.2,2080.0,,
412540.KQ,제일엠앤에스,KOSDAQ,81063616512,,,,,,8480.0,3845.0,0.0,0.0
199820.KQ,제일일렉트릭,KOSDAQ,203313004544,,,,1.09,1.185,15120.0,7090.0,163745.0,337541.0
038010.KQ,제일테크노스,KOSDAQ,51808681984,,,,1.93,0.895,7990.0,5510.0,16904.0,87720.0
080220.KQ,제주반도체,KOSDAQ,605285384192,,,,,,24150.0,7710.0,431519.0,1272834.0
216080.KQ,제테마,KOSDAQ,205827899392,,,,,0.444,10375.0,5370.0,126843.0,103833.0
337930.KQ,젝시믹스,KOSDAQ,136215027712,,,,5.88,1.276,7620.0,4260.0,45534.0,128424.0
229000.KQ,젠큐릭스,KOSDAQ,25756284928,,,,,0.672,2635.0,1131.0,148321.0,202381.0
082270.KQ,젬백스,KOSDAQ,1639385792512,,,,,,72700.0,13420.0,308779.0,340025.0
034940.KQ,조아제약,KOSDAQ,31940202496,,,,,0.577,1420.0,797.0,80840.0,683178.0
067000.KQ,조이시티,KOSDAQ,141904003072,,,,,0.884,2800.0,1361.0,4493847.0,863834.0
309930.KQ,조이웍스앤코,KOSDAQ,51218538496,,,,,0.608,3750.0,1512.0,18270.0,127266.0
033340.KQ,좋은사람들,KOSDAQ,136215535616,,,,,0.08,2925.0,576.0,988554.0,6601111.0
036930.KQ,주성엔지니어링,KOSDAQ,1220027613184,,,,,,43400.0,25850.0,266298.0,413013.0
072020.KQ,중앙백신,KOSDAQ,91247198208,,,,1.74,0.552,10500.0,9000.0,13480.0,17623.0
000440.KQ,중앙에너비스,KOSDAQ,68813119488,,,,,,26250.0,12210.0,11448.0,42486.0
051980.KQ,중앙첨단소재,KOSDAQ,274255331328,,,,,1.138,9950.0,1990.0,2518717.0,4587298.0
228760.KQ,지노믹트리,KOSDAQ,629243904000,,,,,0.088,27350.0,11390.0,163439.0,186996.0
314130.KQ,지놈앤컴퍼니,KOSDAQ,90458849280,,,,,1.183,3495.0,2170.0,147933.0,306672.0
389030.KQ,지니너스,KOSDAQ,54496911360,,,,,0.945,2935.0,1080.0,631530.0,1055334.0
263860.KQ,지니언스,KOSDAQ,152559796224,,,,1.42,0.905,30000.0,8580.0,13138.0,58661.0
303030.KQ,지니틱스,KOSDAQ,25730029568,,,,,0.767,1400.0,715.0,67501.0,136937.0
036180.KQ,지더블유바이텍,KOSDAQ,53929033728,,,,,,577.0,577.0,0.0,0.0
208350.KQ,지란지교시큐리티,KOSDAQ,24091297792,,,,,0.552,3285.0,2500.0,27863.0,39919.0
446840.KQ,지슨,KOSDAQ,82621366272,,,,,,2330.0,1493.0,97775.0,282534.0
144510.KQ,지씨셀,KOSDAQ,349381033984,,,,,1.286,26950.0,16940.0,29670.0,55455.0
340450.KQ,지씨지놈,KOSDAQ,147107921920,,,,,,15180.0,6210.0,42174.0,85973.0
358570.KQ,지아이이노베이션,KOSDAQ,1091908534272,,,,,,24900.0,6809.091,579929.0,798562.0
382480.KQ,지아이텍,KOSDAQ,75180662784,,,,0.56,0.995,3050.0,1794.0,80605.0,261945.0
382800.KQ,지앤비에스 에코,KOSDAQ,84829724672,,,,,0.845,4500.0,2410.0,75970.0,104790.0
051160.KQ,지어소프트,KOSDAQ,89499942912,,,,,1.69,12660.0,6510.0,23572.0,58212.0
053050.KQ,지에스이,KOSDAQ,74669113344,,,,1.61,-0.464,3950.0,2490.0,174233.0,122336.0
388610.KQ,지에프씨생명과학,KOSDAQ,69231419392,,,,,1.634,40000.0,10300.0,104303.0,151901.0
119850.KQ,지엔씨에너지,KOSDAQ,440850513920,,,,0.35,0.879,46750.0,7820.0,471568.0,708105.0
065060.KQ,지엔코,KOSDAQ,17649328128,,,,,,3140.0,725.0,1413960.0,717919.0
204840.KQ,지엘팜텍,KOSDAQ,90511056896,,,,,0.932,1844.0,900.0,121307.0,262736.0
311320.KQ,지오엘리먼트,KOSDAQ,77453402112,,,,0.81,0.62,8880.0,5900.0,25594.0,38376.0
456160.KQ,지투지바이오,KOSDAQ,1360841932800,,,,,,107700.0,27566.666,1313931.0,1944319.0
388050.KQ,지투파워,KOSDAQ,143875555328,,,,,,12450.0,5550.0,115926.0,327205.0
018120.KQ,진로발효,KOSDAQ,124083077120,,,,,,20500.0,16020.0,1967.0,2218.0
109820.KQ,진매트릭스,KOSDAQ,50409512960,,,,,1.536,4040.0,2200.0,74957.0,581317.0
086060.KQ,진바이오텍,KOSDAQ,33667395584,,,,,,5790.0,3015.0,67860.0,215178.0
036890.KQ,진성티이씨,KOSDAQ,231831699456,,,,1.72,1.304,13890.0,7780.0,108556.0,150147.0
363250.KQ,진시스템,KOSDAQ,41127514112,,,,,0.511,11480.0,4625.0,60120.0,42627.0
007370.KQ,진양제약,KOSDAQ,59547541504,,,,2.98,0.259,8840.0,4980.0,30665.0,41687.0
285800.KQ,진영,KOSDAQ,31022123008,,,,,-0.318,3830.0,1726.0,35977.0,60762.0
085660.KQ,차바이오텍,KOSDAQ,959148589056,,,,,0.468,16020.0,9260.0,545300.0,377422.0
261780.KQ,차백신연구소,KOSDAQ,70252617728,,,,,0.669,3740.0,2360.0,53271.0,120288.0
351870.KQ,차이커뮤니케이션,KOSDAQ,50328412160,,,,,0.232,14580.0,4450.0,11912.0,15461.0
094850.KQ,참좋은여행,KOSDAQ,87589019648,,,,,,8600.0,4960.0,1522805.0,505009.0
004650.KQ,창해에탄올,KOSDAQ,76708118528,,,,5.93,0.374,11350.0,8580.0,25619.0,18087.0
278280.KQ,천보,KOSDAQ,536220008448,,,,,,80600.0,30050.0,31810.0,71939.0
362320.KQ,청담글로벌,KOSDAQ,142144274432,,,,,0.626,11280.0,4530.0,685885.0,1133066.0
066360.KQ,체리부로,KOSDAQ,34045931520,,,,,0.714,1111.0,702.0,121617.0,323314.0
047820.KQ,초록뱀미디어,KOSDAQ,119656071168,,,,,0.762,8100.0,4110.0,40496.0,156849.0
094360.KQ,칩스앤미디어,KOSDAQ,281195872256,,,,,,22950.0,11250.0,58882.0,102124.0
016920.KQ,카스,KOSDAQ,26294521856,,,,,,3380.0,1021.0,79095.0,93278.0
284620.KQ,카이노스메드,KOSDAQ,35557257216,,,,,1.263,3655.0,960.0,0.0,0.0
293490.KQ,카카오게임즈,KOSDAQ,1287595229184,,,,,0.407,23600.0,12900.0,124511.0,185417.0
140430.KQ,카티스,KOSDAQ,64397475840,,,,,0.05,4605.0,1700.0,678024.0,1892995.0
042000.KQ,카페24,KOSDAQ,739851960320,,,,,1.497,69700.0,30200.0,72868.0,104856.0
313760.KQ,캐리,KOSDAQ,18069135360,,,,,0.637,7100.0,1422.0,869242.0,206786.0
317530.KQ,캐리소프트,KOSDAQ,38580436992,,,,,1.663,8070.0,3305.0,22376.0,33408.0
071850.KQ,캐스텍코리아,KOSDAQ,39181414400,,,,,0.555,2220.0,1370.0,15169.0,13237.0
198080.KQ,캐프,KOSDAQ,47592755200,,,,,0.504,2980.0,1970.0,88139.0,151163.0
210120.KQ,캔버스엔,KOSDAQ,29028974592,,,,,1.875,7600.0,1046.0,622670.0,1909551.0
050110.KQ,캠시스,KOSDAQ,50095411200,,,,,,1209.0,627.0,76777.0,190072.0
452300.KQ,캡스톤파트너스,KOSDAQ,35815919616,,,,1.02,0.725,4130.0,2400.0,111264.0,147587.0
451760.KQ,컨텍,KOSDAQ,125651992576,,,,,-0.036,12590.0,7500.0,22608.0,34124.0
900310.KQ,컬러레이,KOSDAQ,37976715264,,,,,0.964,948.0,525.0,251385.0,725435.0
078340.KQ,컴투스,KOSDAQ,350077288448,,,,4.24,0.468,54000.0,30350.0,55480.0,41058.0
063080.KQ,컴투스홀딩스,KOSDAQ,119368597504,,,,,,46200.0,17890.0,8841.0,11660.0
307930.KQ,컴퍼니케이,KOSDAQ,86947700736,,,,,1.843,9190.0,4300.0,42981.0,234095.0
079190.KQ,케스피온,KOSDAQ,18531581952,,,,,,715.0,418.0,84402.0,771077.0
263700.KQ,케어랩스,KOSDAQ,63922933760,,,,,0.293,6300.0,1980.0,54798.0,122629.0
214370.KQ,케어젠,KOSDAQ,3821695401984,,,,,,78700.0,21950.0,718337.0,160738.0
221980.KQ,케이디켐,KOSDAQ,38759518208,,,,4.83,0.543,12170.0,10000.0,2578.0,1977.0
038530.KQ,케이바이오,KOSDAQ,28296726528,,,,,,380.0,209.0,1258776.0,2345817.0
192250.KQ,케이사인,KOSDAQ,70255321088,,,,1.95,1.121,15630.0,6510.0,27879.0,356148.0
431190.KQ,케이쓰리아이,KOSDAQ,37881397248,,,,,,7450.0,3755.0,320715.0,1025170.0
115500.KQ,케이씨에스,KOSDAQ,114479996928,,,,1.89,0.815,16380.0,6520.0,36722.0,184447.0
089150.KQ,케이씨티,KOSDAQ,53422252032,,,,,,5380.0,1963.0,67023.0,797142.0
025880.KQ,케이씨피드,KOSDAQ,42777718784,,,,,,3840.0,2450.0,30345.0,56192.0
093320.KQ,케이아이엔엑스,KOSDAQ,409680084992,,,,,,102000.0,63800.0,24245.0,17926.0
093640.KQ,케이알엠,KOSDAQ,111084216320,,,,,,5330.0,2555.0,70981.0,60447.0
073010.KQ,케이에스피,KOSDAQ,186322665472,,,,,,8260.0,3490.0,197247.0,2163050.0
105330.KQ,케이엔더블유,KOSDAQ,90461298688,,,,,,6160.0,2920.0,22681.0,76797.0
053080.KQ,케이엔솔,KOSDAQ,143968894976,,,,2.7,1.433,15600.0,9870.0,51091.0,46659.0
199430.KQ,케이엔알시스템,KOSDAQ,233219686400,,,,,,35900.0,5350.0,338190.0,1340010.0
432470.KQ,케이엔에스,KOSDAQ,87276978176,,,,,,17070.0,9360.0,16535.0,58586.0
272110.KQ,케이엔제이,KOSDAQ,184055005184,,,,,1.305,32600.0,11550.0,173424.0,197141.0
039420.KQ,케이엘넷,KOSDAQ,57885106176,,,,3.56,0.57,3920.0,2350.0,22144.0,89876.0
083550.KQ,케이엠,KOSDAQ,45214302208,,,,,,3840.0,2476.1904,68488.0,48485.0
032500.KQ,케이엠더블유,KOSDAQ,575013584896,,,,,0.885,18860.0,6750.0,166127.0,241861.0
225430.KQ,케이엠제약,KOSDAQ,16425450496,,,,,0.361,793.0,510.0,1173717.0,113689.0
102370.KQ,케이옥션,KOSDAQ,111190204416,,,,,1.491,5630.0,2970.0,198770.0,230664.0
068100.KQ,케이웨더,KOSDAQ,27060813824,,,,,,4470.0,2495.0,28981.0,125487.0
106080.KQ,케이이엠텍,KOSDAQ,29214906368,,,,,0.199,5390.0,1065.0,1237528.0,2422055.0
455180.KQ,케이지에이,KOSDAQ,47518052352,,,,,,7820.0,3750.0,92677.0,712640.0
036030.KQ,케이티알파,KOSDAQ,282350256128,,,,,1.356,5900.0,3260.0,48809.0,65170.0
064820.KQ,케이프,KOSDAQ,322494103552,,,,,,16700.0,4955.0,168332.0,1644167.0
024880.KQ,케이피에프,KOSDAQ,103524564992,,,,2.8,0.508,5980.0,3335.0,48975.0,170106.0
042040.KQ,케이피엠테크,KOSDAQ,40977489920,,,,,,393.0,201.0,307869.0,525896.0
054410.KQ,케이피티유,KOSDAQ,19813496832,,,,,0.715,3985.0,2840.0,10061.0,11031.0
258610.KQ,케일럼,KOSDAQ,38360182784,,,,,0.742,2550.0,1011.0,23514.0,156933.0
274090.KQ,켄코아에어로스페이스,KOSDAQ,135241023488,,,,,0.698,17890.0,8780.0,55864.0,71465.0
089010.KQ,켐트로닉스,KOSDAQ,409899368448,,,,,,45400.0,13220.0,551625.0,1189947.0
